fair_id,fair_name,start_fair,end_fair,fair_area,fair_website,email_subject,issue_type,recommended_action,details
1,ISAF - IMEX,2025-10-08 00:00:00,2025-10-11 00:00:00,IFM (CNR),https://www.isaffuari.com,ISAF - IMEX Fuarı,email_subject_present,KEEP,email subject present
2,ISK-SODEX,2025-10-22 00:00:00,2025-10-25 00:00:00,IFM (CNR),https://www.sodex.com.tr/tr,ISK-SODEX Fuarı,email_subject_present,KEEP,email subject present
3,KARAVAN SHOW EURASIA,2025-09-23 00:00:00,2025-09-27 00:00:00,IFM (CNR),https://karavanshow.com/katilimci-listesi,KARAVAN Show Eurasia Fuarı,email_subject_present,KEEP,email subject present
4,METAL EXPO EURASIA İSTANBUL,2025-09-24 00:00:00,2025-09-27 00:00:00,IFM (CNR),https://www.metalexpo.com.tr/katilimci-listesi-2024,METAL EXPO EURASIA İSTANBUL,email_subject_present,KEEP,email subject present
5,R+T Turkey,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,future_start_fair,NULLIFY,future start fair
5,R+T Turkey,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,future_end_fair,NULLIFY,future end fair
5,R+T Turkey,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,empty_fair_website,KEEP,empty fair website
5,R+T Turkey,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,empty_email_subject,KEEP,empty email subject
6,TINY HOME SHOW,2025-09-23 00:00:00,2025-09-27 00:00:00,IFM (CNR),https://tinyhouse.ist/katilimci-listesi,Tiny Home Show,email_subject_present,KEEP,email subject present
7,TRADEF,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,future_start_fair,NULLIFY,future start fair
7,TRADEF,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,future_end_fair,NULLIFY,future end fair
7,TRADEF,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,empty_fair_website,KEEP,empty fair website
7,TRADEF,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),,,empty_email_subject,KEEP,empty email subject
8,EV Charge Show,2025-11-12 00:00:00,2025-11-14 00:00:00,IFM (CNR),https://evchargeshow.com/tr/anasayfa/,EV Charge Show Fuarı,email_subject_present,KEEP,email subject present
9,Aysaf Ayakkabı Yan Sanayi Fuarı,2025-11-12 00:00:00,2025-11-15 00:00:00,IFM (CNR),https://www.aysafexpo.com,Aysaf Ayakkabı Yan Sanayi Fuarı,email_subject_present,KEEP,email subject present
10,Peyzaj İstanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.peyzajistanbulfuari.com/ziyaretci-genel-bilgiler/,Peyzaj İstanbul Fuarı,future_start_fair,NULLIFY,future start fair
10,Peyzaj İstanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.peyzajistanbulfuari.com/ziyaretci-genel-bilgiler/,Peyzaj İstanbul Fuarı,future_end_fair,NULLIFY,future end fair
10,Peyzaj İstanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.peyzajistanbulfuari.com/ziyaretci-genel-bilgiler/,Peyzaj İstanbul Fuarı,email_subject_present,KEEP,email subject present
11,Fespa Eurasia,2025-09-24 00:00:00,2025-09-27 00:00:00,IFM (CNR),https://fespaeurasia.com.tr/katilimci-listesi/,Fespa Eurasia,email_subject_present,KEEP,email subject present
12,Silmo İstanbul Optik Fuarı,2025-11-19 00:00:00,2025-11-22 00:00:00,IFM (CNR),www.silmoistanbul.com/tr/katilimci-listesi/2023,Silmo İstanbul Optik Fuarı,normalize_fair_website,NORMALIZE,normalize fair website
12,Silmo İstanbul Optik Fuarı,2025-11-19 00:00:00,2025-11-22 00:00:00,IFM (CNR),www.silmoistanbul.com/tr/katilimci-listesi/2023,Silmo İstanbul Optik Fuarı,email_subject_present,KEEP,email subject present
13,CFE - Carpet and Flooring Expo,2026-01-06 00:00:00,2026-01-09 00:00:00,IFM (CNR),https://www.icfexpo.com/fuar-kunyesi,CFE - Carpet and Flooring Expo,email_subject_present,KEEP,email subject present
14,AGROSHOW EURASIA FUARI,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.agroeurasia.com/tr/fuar-kunyesi-2023,Agroshow Eurasia Tarım Fuarı,future_start_fair,NULLIFY,future start fair
14,AGROSHOW EURASIA FUARI,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.agroeurasia.com/tr/fuar-kunyesi-2023,Agroshow Eurasia Tarım Fuarı,future_end_fair,NULLIFY,future end fair
14,AGROSHOW EURASIA FUARI,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.agroeurasia.com/tr/fuar-kunyesi-2023,Agroshow Eurasia Tarım Fuarı,email_subject_present,KEEP,email subject present
15,AVRASYA CAM FUARI,2025-11-15 00:00:00,2025-11-18 00:00:00,TÜYAP,https://www.avrasyacamfuari.com,AVRASYA CAM FUARI,email_subject_present,KEEP,email subject present
16,AVRASYA KAPI FUARI,2025-11-15 00:00:00,2025-11-18 00:00:00,TÜYAP,https://www.avrasyakapifuari.com,AVRASYA KAPI FUARI,email_subject_present,KEEP,email subject present
17,AVRASYA PENCERE FUARI,2025-11-15 00:00:00,2025-11-18 00:00:00,TÜYAP,https://www.avrasyapencerefuari.com,AVRASYA PENCERE FUARI,email_subject_present,KEEP,email subject present
18,Plast Eurasia İstanbul,2025-12-03 00:00:00,2025-12-06 00:00:00,TÜYAP,https://plasteurasia.com,Plast Eurasia İstanbul,email_subject_present,KEEP,email subject present
19,A-TECH,2025-10-02 00:00:00,2025-10-05 00:00:00,IFM (CNR),https://www.atechfuari.com/firmalar,A-TECH Fuarı,email_subject_present,KEEP,email subject present
20,Depreme Dayanıklı Binalar Zirvesi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.depremedayaniklibinalar.com,Depreme Dayanıklı Binalar Zirvesi,future_start_fair,NULLIFY,future start fair
20,Depreme Dayanıklı Binalar Zirvesi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.depremedayaniklibinalar.com,Depreme Dayanıklı Binalar Zirvesi,future_end_fair,NULLIFY,future end fair
20,Depreme Dayanıklı Binalar Zirvesi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.depremedayaniklibinalar.com,Depreme Dayanıklı Binalar Zirvesi,email_subject_present,KEEP,email subject present
21,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.endustri40zirvesi.com,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,future_start_fair,NULLIFY,future start fair
21,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.endustri40zirvesi.com,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,future_end_fair,NULLIFY,future end fair
21,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.endustri40zirvesi.com,Endüstri 4.0 Uygulamaları Zirvesi ve Sergisi,email_subject_present,KEEP,email subject present
22,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.enerjisiniuretenfabrikalar.com,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,future_start_fair,NULLIFY,future start fair
22,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.enerjisiniuretenfabrikalar.com,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,future_end_fair,NULLIFY,future end fair
22,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.enerjisiniuretenfabrikalar.com,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,email_subject_present,KEEP,email subject present
23,Proses Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.proseszirvesi.com,Proses Zirvesi ve Sergisi,future_start_fair,NULLIFY,future start fair
23,Proses Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.proseszirvesi.com,Proses Zirvesi ve Sergisi,future_end_fair,NULLIFY,future end fair
23,Proses Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.proseszirvesi.com,Proses Zirvesi ve Sergisi,email_subject_present,KEEP,email subject present
24,Robot Yatırımları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.robotyatirimlari.com,Robot Yatırımları Zirvesi ve Sergisi,future_start_fair,NULLIFY,future start fair
24,Robot Yatırımları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.robotyatirimlari.com,Robot Yatırımları Zirvesi ve Sergisi,future_end_fair,NULLIFY,future end fair
24,Robot Yatırımları Zirvesi ve Sergisi,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.robotyatirimlari.com,Robot Yatırımları Zirvesi ve Sergisi,email_subject_present,KEEP,email subject present
25,KASTEXPO,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://kastexpo.org/katilimci-listesi/rn,Kastamonu Sanayi ve İş Dünyası Fuarı,future_start_fair,NULLIFY,future start fair
25,KASTEXPO,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://kastexpo.org/katilimci-listesi/rn,Kastamonu Sanayi ve İş Dünyası Fuarı,future_end_fair,NULLIFY,future end fair
25,KASTEXPO,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://kastexpo.org/katilimci-listesi/rn,Kastamonu Sanayi ve İş Dünyası Fuarı,email_subject_present,KEEP,email subject present
26,Souvenir Expo Türkiye,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://souvenirexpoturkiye.com.tr/tr/,Souvenir Expo Turkiye Turistik Hediyelik ve Hatıra Eşya Fuarı,future_start_fair,NULLIFY,future start fair
26,Souvenir Expo Türkiye,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://souvenirexpoturkiye.com.tr/tr/,Souvenir Expo Turkiye Turistik Hediyelik ve Hatıra Eşya Fuarı,future_end_fair,NULLIFY,future end fair
26,Souvenir Expo Türkiye,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://souvenirexpoturkiye.com.tr/tr/,Souvenir Expo Turkiye Turistik Hediyelik ve Hatıra Eşya Fuarı,email_subject_present,KEEP,email subject present
27,KARAVANİST İstanbul,2026-01-10 00:00:00,2026-01-18 00:00:00,TÜYAP,https://www.karavanistfuari.com/fuar-kunyesi,KARAVANİST İstanbul,email_subject_present,KEEP,email subject present
28,İstanbul Mobilya Fuarı,2026-01-27 00:00:00,2026-01-31 00:00:00,TÜYAP-IFM (CNR),https://istanbulmobilyafuari.com/fuar-kunyesi,İstanbul Mobilya Fuarı,email_subject_present,KEEP,email subject present
29,Uluslararası İstanbul İplik Fuarı,2026-03-26 00:00:00,2026-03-28 00:00:00,TÜYAP,https://iplikfuari.com/fuar-kunyesi,Uluslararası İstanbul İplik Fuarı,email_subject_present,KEEP,email subject present
30,İstanbul Kırtasiye Ofis Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.kirtasiyeofisfuari.com/katilimci-listesi?letterFilter=s,İstanbul Kırtasiye Ofis Fuarı,future_start_fair,NULLIFY,future start fair
30,İstanbul Kırtasiye Ofis Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.kirtasiyeofisfuari.com/katilimci-listesi?letterFilter=s,İstanbul Kırtasiye Ofis Fuarı,future_end_fair,NULLIFY,future end fair
30,İstanbul Kırtasiye Ofis Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.kirtasiyeofisfuari.com/katilimci-listesi?letterFilter=s,İstanbul Kırtasiye Ofis Fuarı,email_subject_present,KEEP,email subject present
31,İstanbul Oyuncak Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.istanbuloyuncakfuari.com/katilimci-listesi?page=9,İstanbul Oyuncak Fuarı,future_start_fair,NULLIFY,future start fair
31,İstanbul Oyuncak Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.istanbuloyuncakfuari.com/katilimci-listesi?page=9,İstanbul Oyuncak Fuarı,future_end_fair,NULLIFY,future end fair
31,İstanbul Oyuncak Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.istanbuloyuncakfuari.com/katilimci-listesi?page=9,İstanbul Oyuncak Fuarı,email_subject_present,KEEP,email subject present
32,Kauçuk Avrasya Fuarı,2026-04-15 00:00:00,2026-04-18 00:00:00,TÜYAP,https://kaucukistanbul.com/fuar-kunyesi,Kauçuk Avrasya,email_subject_present,KEEP,email subject present
33,Expomed Eurasia - Medikal Fuarı,2026-04-16 00:00:00,2026-04-18 00:00:00,TÜYAP,http://www.expomedistanbul.com/katilimci-listesi,Expomed Eurasia - Medikal Fuarı,email_subject_present,KEEP,email subject present
34,Maden Türkiye Uluslararası Madencilik Fuarı,2026-04-08 00:00:00,2026-04-11 00:00:00,TÜYAP,https://www.madenturkiyefuari.com/katilimci-listesi?page=7,Maden Türkiye Uluslararası Madencilik Fuarı,email_subject_present,KEEP,email subject present
35,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hardwareeurasia.com/katilimci-listesi?page=17,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,future_start_fair,NULLIFY,future start fair
35,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hardwareeurasia.com/katilimci-listesi?page=17,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,future_end_fair,NULLIFY,future end fair
35,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hardwareeurasia.com/katilimci-listesi?page=17,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,email_subject_present,KEEP,email subject present
36,Fastener Expo Eurasia Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.fastenerexpoeurasia.com/katilimci-listesi?page=1,Fastener Expo Eurasia Fuarı,future_start_fair,NULLIFY,future start fair
36,Fastener Expo Eurasia Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.fastenerexpoeurasia.com/katilimci-listesi?page=1,Fastener Expo Eurasia Fuarı,future_end_fair,NULLIFY,future end fair
36,Fastener Expo Eurasia Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.fastenerexpoeurasia.com/katilimci-listesi?page=1,Fastener Expo Eurasia Fuarı,email_subject_present,KEEP,email subject present
37,Çukurova Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Adana,https://www.cukurovakitapfuari.com/katilimci-listesi,Çukurova Kitap Fuarı,future_start_fair,NULLIFY,future start fair
37,Çukurova Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Adana,https://www.cukurovakitapfuari.com/katilimci-listesi,Çukurova Kitap Fuarı,future_end_fair,NULLIFY,future end fair
37,Çukurova Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Adana,https://www.cukurovakitapfuari.com/katilimci-listesi,Çukurova Kitap Fuarı,email_subject_present,KEEP,email subject present
38,HOST Istanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hostistanbulfair.com/2024-katilimci-listesi.html,HOST Istanbul Fuarı,future_start_fair,NULLIFY,future start fair
38,HOST Istanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hostistanbulfair.com/2024-katilimci-listesi.html,HOST Istanbul Fuarı,future_end_fair,NULLIFY,future end fair
38,HOST Istanbul Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP,https://www.hostistanbulfair.com/2024-katilimci-listesi.html,HOST Istanbul Fuarı,email_subject_present,KEEP,email subject present
39,Bursa Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Bursa,https://bursakitapfuari.com/katilimci-listesi,Bursa Kitap Fuarı,future_start_fair,NULLIFY,future start fair
39,Bursa Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Bursa,https://bursakitapfuari.com/katilimci-listesi,Bursa Kitap Fuarı,future_end_fair,NULLIFY,future end fair
39,Bursa Kitap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,TÜYAP Bursa,https://bursakitapfuari.com/katilimci-listesi,Bursa Kitap Fuarı,email_subject_present,KEEP,email subject present
45,Line Expo - İç Giyim ve Çorap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.linexpo.com.tr/tr/linexpo-2023-522,Line Expo - İç Giyim ve Çorap Fuarı,future_start_fair,NULLIFY,future start fair
45,Line Expo - İç Giyim ve Çorap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.linexpo.com.tr/tr/linexpo-2023-522,Line Expo - İç Giyim ve Çorap Fuarı,future_end_fair,NULLIFY,future end fair
45,Line Expo - İç Giyim ve Çorap Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.linexpo.com.tr/tr/linexpo-2023-522,Line Expo - İç Giyim ve Çorap Fuarı,email_subject_present,KEEP,email subject present
46,IFCO - Hazır Giyim ve Moda Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.ifco.com.tr/tr/fuar/hakkimizda,IFCO - Hazır Giyim ve Moda Fuarı,future_start_fair,NULLIFY,future start fair
46,IFCO - Hazır Giyim ve Moda Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.ifco.com.tr/tr/fuar/hakkimizda,IFCO - Hazır Giyim ve Moda Fuarı,future_end_fair,NULLIFY,future end fair
46,IFCO - Hazır Giyim ve Moda Fuarı,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.ifco.com.tr/tr/fuar/hakkimizda,IFCO - Hazır Giyim ve Moda Fuarı,email_subject_present,KEEP,email subject present
